,I-E,N-S,T-F,J-P
2631,0,0,1,0
2632,0,0,1,0
2633,0,1,0,1
2634,0,1,0,1
2635,0,0,1,1
2636,0,0,1,1
2637,0,0,0,1
2638,0,0,1,0
2639,1,0,1,1
2640,0,0,1,0
2641,0,0,1,0
2642,1,1,0,1
2643,0,0,1,0
2644,0,0,0,1
2645,1,0,0,1
2646,0,0,1,1
2647,0,0,1,0
2648,0,0,1,0
2649,0,0,0,0
2650,0,1,1,1
2651,0,0,1,1
2652,0,0,1,1
2653,1,0,0,1
2654,0,0,0,0
2655,1,0,0,1
2656,0,0,0,1
2657,0,0,0,0
2658,0,0,0,1
2659,1,0,1,0
2660,0,1,0,1
2661,1,0,0,1
2662,0,0,1,0
2663,0,0,1,0
2664,0,0,0,0
2665,0,1,1,1
2666,0,0,1,1
2667,1,0,0,1
2668,0,0,0,0
2669,0,0,1,1
2670,0,0,0,1
2671,0,0,0,0
2672,1,0,1,1
2673,0,0,0,1
2674,0,1,0,1
2675,0,0,0,1
2676,0,0,0,1
2677,0,0,0,1
2678,0,0,0,1
2679,0,0,0,0
2680,0,0,1,1
2681,0,0,1,0
2682,0,0,0,0
2683,0,0,1,0
2684,0,0,1,1
2685,0,0,1,1
2686,1,1,1,1
2687,1,0,1,0
2688,0,0,0,0
2689,0,0,1,0
2690,0,0,0,1
2691,1,0,0,1
2692,0,1,0,1
2693,0,0,0,0
2694,1,1,0,0
2695,0,0,0,0
2696,1,0,0,1
2697,0,0,1,0
2698,0,0,1,1
2699,1,0,1,0
2700,0,0,1,1
2701,0,0,1,0
2702,0,0,0,0
2703,1,0,1,0
2704,0,0,1,0
2705,0,0,1,0
2706,1,0,1,1
2707,0,0,1,0
2708,0,1,0,1
2709,0,0,1,0
2710,0,1,0,1
2711,0,0,0,1
2712,0,0,1,1
2713,0,0,0,1
2714,0,0,0,0
2715,1,0,0,1
2716,1,0,0,0
2717,0,0,0,0
2718,0,0,1,0
2719,0,0,1,1
2720,1,0,0,1
2721,1,0,0,0
2722,0,0,1,0
2723,1,0,1,1
2724,0,1,0,1
2725,1,0,1,1
2726,0,0,1,1
2727,1,0,1,1
2728,0,1,1,1
2729,1,0,0,0
2730,0,0,0,0
2731,1,0,0,1
2732,1,0,0,1
2733,1,0,1,1
2734,0,1,1,1
2735,0,0,1,1
2736,1,0,0,1
2737,0,1,1,0
2738,0,1,1,0
2739,0,0,1,0
2740,0,0,0,1
2741,0,0,1,0
2742,0,0,1,1
2743,1,1,0,1
2744,0,0,1,1
2745,0,0,1,0
2746,0,0,0,1
2747,0,0,1,1
2748,0,0,0,1
2749,1,0,1,1
2750,0,0,1,1
2751,0,1,1,1
2752,0,1,0,1
2753,0,0,1,0
2754,0,0,0,0
2755,0,0,1,0
2756,0,0,1,0
2757,0,0,1,0
2758,1,0,0,0
2759,0,0,0,1
2760,0,1,1,1
2761,0,1,1,1
2762,0,0,1,0
2763,0,0,1,1
2764,0,0,1,1
2765,0,1,0,0
2766,0,0,1,0
2767,1,0,1,1
2768,0,0,0,0
2769,1,0,0,1
2770,0,0,1,1
2771,0,1,0,0
2772,0,0,1,1
2773,0,0,0,0
2774,0,0,1,1
2775,0,0,0,0
2776,0,0,1,1
2777,0,1,0,1
2778,1,0,1,1
2779,0,1,0,0
2780,0,0,1,1
2781,0,1,0,0
2782,0,1,1,0
2783,0,0,1,0
2784,0,0,1,1
2785,1,0,0,1
2786,0,0,1,0
2787,0,0,0,1
2788,0,0,1,0
2789,1,0,1,1
2790,0,1,0,0
2791,1,0,0,1
2792,1,0,0,1
2793,1,0,0,1
2794,0,0,0,1
2795,0,0,1,0
2796,0,0,1,0
2797,0,0,0,1
2798,0,0,1,0
2799,1,0,0,1
2800,0,1,0,0
2801,1,0,0,1
2802,0,0,0,1
2803,0,0,0,0
2804,1,0,0,1
2805,0,0,1,0
2806,0,0,0,1
2807,0,0,1,1
2808,0,0,1,1
2809,0,0,1,1
2810,0,0,1,0
2811,0,0,0,1
2812,0,0,1,0
2813,1,0,1,1
2814,0,0,1,0
2815,0,0,1,1
2816,0,0,1,0
2817,0,0,1,1
2818,0,0,0,0
2819,0,0,1,1
2820,1,0,0,1
2821,1,0,1,0
2822,0,0,0,0
2823,0,0,1,1
2824,0,0,1,0
2825,0,0,1,0
2826,0,0,1,0
2827,0,0,0,1
2828,0,0,1,0
2829,0,1,1,1
2830,0,0,0,0
2831,0,0,0,0
2832,0,0,0,1
2833,1,0,0,1
2834,0,0,1,1
2835,0,0,0,1
2836,1,0,1,1
2837,0,1,0,1
2838,0,0,0,1
2839,1,0,1,1
2840,0,1,1,0
2841,0,0,1,1
2842,0,0,1,1
2843,1,0,0,1
2844,0,0,1,1
2845,1,1,1,1
2846,1,0,0,1
2847,0,0,1,1
2848,0,0,1,0
2849,1,0,0,1
2850,0,0,1,0
2851,1,0,1,0
2852,0,0,1,1
2853,1,0,0,1
2854,0,0,1,0
2855,0,0,1,0
2856,0,0,0,0
2857,0,0,1,1
2858,0,0,1,0
2859,0,0,0,1
2860,0,0,0,1
2861,0,0,1,1
2862,1,0,1,0
2863,0,0,1,0
2864,1,0,0,1
2865,0,1,0,1
2866,0,0,0,1
2867,0,1,1,1
2868,1,0,0,1
2869,0,0,1,1
2870,0,0,1,1
2871,1,0,0,1
2872,1,0,0,1
2873,0,0,0,0
2874,1,0,0,1
2875,0,0,1,0
2876,0,0,0,0
2877,1,0,0,1
2878,0,0,1,0
2879,1,1,0,0
2880,1,0,0,1
2881,1,0,1,1
2882,0,0,1,0
2883,0,0,0,1
2884,0,0,1,1
2885,1,0,1,1
2886,0,1,1,1
2887,0,0,0,0
2888,0,1,0,1
2889,0,1,1,1
2890,0,0,1,0
2891,0,0,1,1
2892,0,0,1,0
2893,0,0,1,1
2894,0,1,1,0
2895,0,0,0,1
2896,0,0,0,1
2897,0,1,1,1
2898,0,0,0,1
2899,0,0,1,0
2900,0,1,0,1
2901,0,0,0,0
2902,0,0,0,0
2903,1,1,1,1
2904,1,0,0,1
2905,1,0,1,1
2906,0,0,1,0
2907,0,0,1,0
2908,0,0,1,0
2909,0,0,1,0
2910,0,0,0,1
2911,0,1,1,0
2912,0,0,1,1
2913,0,0,1,1
2914,0,0,0,1
2915,0,0,1,1
2916,0,1,1,1
2917,0,0,1,1
2918,0,0,0,0
2919,0,0,1,0
2920,1,0,0,1
2921,0,0,1,0
2922,0,0,1,1
2923,0,1,1,0
2924,0,0,1,0
2925,0,0,1,0
2926,1,0,1,1
2927,0,0,1,1
2928,0,1,1,0
2929,1,0,1,1
2930,0,0,0,0
2931,0,0,0,0
2932,0,0,0,0
2933,0,0,1,0
2934,0,0,1,1
2935,0,0,1,1
2936,0,0,1,1
2937,0,0,1,0
2938,0,0,0,1
2939,0,0,1,1
2940,0,0,0,0
2941,1,0,0,1
2942,1,0,1,1
2943,1,0,0,1
2944,0,0,0,0
2945,0,0,1,0
2946,0,0,1,0
2947,0,1,0,1
2948,0,0,0,0
2949,0,0,0,1
2950,0,0,0,0
2951,0,0,0,1
2952,0,0,1,0
2953,0,1,1,0
2954,1,0,1,1
2955,0,1,0,0
2956,1,1,1,1
2957,0,0,0,1
2958,0,0,0,1
2959,0,0,1,0
2960,0,1,0,1
2961,1,0,1,0
2962,1,0,0,1
2963,0,0,1,0
2964,0,0,1,0
2965,0,0,1,1
2966,1,0,1,1
2967,0,0,1,1
2968,0,0,0,1
2969,0,0,1,1
2970,1,0,1,1
2971,1,1,0,1
2972,0,0,1,0
2973,0,0,1,1
2974,0,0,1,0
2975,1,1,0,1
2976,0,0,1,0
2977,0,0,0,1
2978,0,0,0,1
2979,0,0,0,1
2980,0,0,1,1
2981,0,0,0,1
2982,1,0,1,1
2983,0,0,0,0
2984,0,1,0,0
2985,0,0,1,0
2986,0,0,1,0
2987,0,0,0,0
2988,0,1,1,0
2989,0,0,1,1
2990,0,0,1,0
2991,0,0,1,1
2992,0,1,1,0
2993,1,0,0,0
2994,1,0,0,1
2995,0,0,1,1
2996,0,1,0,1
2997,0,0,1,0
2998,0,1,0,1
2999,0,0,0,1
3000,0,0,0,1
3001,0,0,1,0
3002,0,1,1,1
3003,0,0,1,0
3004,1,0,0,1
3005,0,0,1,0
3006,0,0,1,0
3007,0,0,0,1
3008,0,0,1,0
3009,1,1,0,1
3010,0,0,1,0
3011,0,0,1,0
3012,0,0,1,0
3013,0,0,0,0
3014,0,0,1,1
3015,0,0,1,0
3016,0,0,1,1
3017,1,0,1,1
3018,0,0,0,1
3019,0,0,1,0
3020,1,0,0,0
3021,0,0,0,0
3022,0,0,0,0
3023,1,1,0,1
3024,1,0,1,1
3025,0,0,1,1
3026,1,1,1,0
3027,1,0,0,1
3028,1,0,1,0
3029,0,0,1,1
3030,1,0,1,1
3031,0,0,0,1
3032,0,0,0,1
3033,0,0,0,0
3034,0,0,1,0
3035,0,0,1,1
3036,0,1,1,0
3037,0,0,1,1
3038,0,0,1,1
3039,0,0,1,1
3040,0,0,0,1
3041,0,0,0,0
3042,0,1,1,1
3043,1,0,1,1
3044,0,1,0,0
3045,0,1,0,1
3046,0,0,0,0
3047,0,0,1,1
3048,0,0,1,0
3049,0,1,1,1
3050,0,1,0,1
3051,0,0,1,0
3052,1,1,0,1
3053,0,0,1,1
3054,0,0,1,1
3055,0,0,0,1
3056,0,0,1,1
3057,0,0,1,1
3058,0,0,1,1
3059,0,0,1,1
3060,0,0,1,0
3061,0,0,0,0
3062,0,0,1,1
3063,0,0,1,1
3064,1,0,1,1
3065,0,0,1,0
3066,0,1,1,1
3067,1,0,0,1
3068,1,0,1,1
3069,0,0,1,1
3070,1,0,1,1
3071,0,0,0,0
3072,0,0,0,0
3073,0,0,0,1
3074,0,0,0,1
3075,1,0,0,0
3076,0,0,1,0
3077,0,0,1,1
3078,0,0,1,0
3079,0,1,0,1
3080,1,0,0,0
3081,1,1,0,1
3082,1,0,1,1
3083,0,0,0,1
3084,0,0,1,1
3085,0,0,1,0
3086,0,0,0,1
3087,0,0,1,1
3088,1,0,0,1
3089,0,0,0,1
3090,1,0,0,0
3091,1,0,0,1
3092,0,0,0,0
3093,1,0,0,0
3094,0,0,0,1
3095,0,0,0,0
3096,0,0,1,0
3097,0,0,0,0
3098,0,0,1,1
3099,0,0,1,0
3100,0,0,1,1
3101,1,0,0,0
3102,0,1,0,0
3103,1,0,0,1
3104,0,0,0,0
3105,0,0,1,0
3106,0,0,1,0
3107,0,0,0,1
3108,1,1,0,1
3109,0,0,0,0
3110,0,1,1,0
3111,0,1,0,1
3112,0,0,1,1
3113,0,0,1,1
3114,0,0,0,0
3115,1,1,1,1
3116,0,0,1,1
3117,0,1,1,1
3118,0,0,0,0
3119,0,0,1,0
3120,1,0,0,1
3121,1,0,1,1
3122,1,1,1,1
3123,0,0,0,1
3124,0,0,1,1
3125,0,0,0,0
3126,1,1,1,1
3127,0,0,0,1
3128,1,0,0,0
3129,0,0,0,1
3130,0,0,1,0
3131,0,0,0,0
3132,1,0,1,1
3133,0,0,0,1
3134,0,0,1,1
3135,0,0,0,1
3136,0,0,1,1
3137,0,0,0,0
3138,0,0,1,0
3139,1,0,0,0
3140,0,0,0,1
3141,0,0,0,1
3142,1,0,1,1
3143,0,0,0,0
3144,0,0,1,0
3145,0,1,1,0
3146,0,1,1,1
3147,1,0,1,0
3148,0,1,0,0
3149,0,0,0,1
3150,0,0,1,1
3151,0,0,1,1
3152,0,0,1,1
3153,0,0,1,0
3154,0,0,0,1
3155,0,1,0,0
3156,0,0,1,1
3157,0,1,1,0
3158,0,0,0,0
3159,0,0,1,0
3160,1,1,0,1
3161,0,0,1,1
3162,0,0,1,1
3163,0,0,1,0
3164,0,1,0,0
3165,0,0,0,0
3166,0,0,0,1
3167,0,0,1,1
3168,0,0,1,1
3169,0,0,1,0
3170,0,0,1,1
3171,0,0,0,0
3172,0,0,1,0
3173,0,0,1,0
3174,1,0,1,0
3175,0,0,0,1
3176,0,0,1,0
3177,0,0,0,1
3178,1,0,1,1
3179,0,1,0,0
3180,0,0,0,1
3181,0,0,1,1
3182,0,1,1,1
3183,0,0,1,0
3184,0,0,0,1
3185,1,0,0,0
3186,0,0,0,0
3187,0,0,0,0
3188,0,0,1,1
3189,0,0,1,0
3190,0,0,0,0
3191,1,0,0,1
3192,0,0,1,1
3193,0,0,0,1
3194,0,0,0,1
3195,1,0,0,0
3196,0,0,0,1
3197,0,0,0,0
3198,0,1,0,0
3199,0,0,0,0
3200,0,1,0,1
3201,0,0,0,0
3202,1,0,1,1
3203,1,1,0,1
3204,0,0,1,0
3205,0,0,0,0
3206,0,1,1,1
3207,0,0,0,1
3208,0,0,1,0
3209,0,0,0,0
3210,0,0,1,1
3211,0,0,0,1
3212,0,0,1,0
3213,0,0,1,1
3214,0,0,1,0
3215,1,0,1,1
3216,0,0,0,0
3217,1,0,1,0
3218,0,1,0,1
3219,0,0,1,1
3220,0,0,0,1
3221,0,0,0,1
3222,0,0,0,0
3223,0,0,0,1
3224,0,0,0,1
3225,0,0,1,0
3226,1,1,0,1
3227,0,1,1,0
3228,0,0,0,1
3229,1,1,0,1
3230,0,0,0,0
3231,0,0,0,1
3232,0,1,0,1
3233,1,0,0,1
3234,1,0,0,1
3235,1,0,0,1
3236,1,0,0,1
3237,1,0,1,1
3238,0,0,0,1
3239,0,0,1,0
3240,0,0,1,0
3241,0,0,0,0
3242,0,0,0,1
3243,0,0,1,1
3244,0,0,0,1
3245,1,0,1,0
3246,0,0,0,0
3247,0,0,0,0
3248,0,0,1,1
3249,1,0,1,0
3250,0,0,1,1
3251,1,0,0,1
3252,0,1,0,0
3253,0,0,0,1
3254,0,1,0,1
3255,0,0,1,1
3256,0,0,1,0
3257,0,0,1,1
3258,1,0,1,0
3259,0,0,0,0
3260,0,0,1,0
3261,0,0,1,0
3262,0,1,0,1
3263,0,0,1,1
3264,1,0,1,0
3265,1,0,0,0
3266,0,0,1,1
3267,0,0,0,1
3268,0,0,0,1
3269,0,0,1,0
3270,0,0,1,1
3271,0,1,0,0
3272,0,0,1,1
3273,0,0,0,1
3274,0,0,1,0
3275,0,1,1,1
3276,0,0,1,1
3277,0,0,1,0
3278,0,0,1,1
3279,0,0,1,1
3280,0,0,1,1
3281,0,0,1,1
3282,1,1,0,0
3283,0,0,0,1
3284,0,0,0,1
3285,0,1,0,1
3286,0,0,1,0
3287,1,0,0,1
3288,0,0,1,0
3289,0,0,0,1
3290,0,0,0,1
3291,1,0,1,1
3292,0,0,1,1
3293,1,0,1,1
3294,0,0,1,0
3295,0,0,1,1
3296,1,1,0,1
3297,0,0,0,0
3298,0,0,1,1
3299,0,0,1,1
3300,0,0,0,0
3301,0,1,0,1
3302,0,0,1,1
3303,0,0,1,1
3304,0,0,0,1
3305,1,0,0,1
3306,0,0,1,0
3307,1,0,0,0
3308,0,0,1,0
3309,0,0,1,1
3310,0,0,0,0
3311,0,0,0,0
3312,1,0,1,1
3313,0,0,1,1
3314,0,0,1,0
3315,1,0,1,1
3316,0,0,0,0
3317,0,0,1,1
3318,0,0,1,1
3319,0,0,1,0
3320,0,1,1,1
3321,0,0,1,0
3322,0,1,1,1
3323,0,0,1,0
3324,0,0,1,0
3325,0,0,0,1
3326,0,0,1,0
3327,0,0,0,1
3328,0,0,1,1
3329,1,0,0,0
3330,0,1,0,1
3331,0,1,0,1
3332,0,0,0,0
3333,0,0,1,1
3334,0,0,1,0
3335,0,0,1,1
3336,0,1,0,1
3337,0,0,0,0
3338,0,0,1,1
3339,0,1,1,0
3340,0,0,1,1
3341,0,0,0,0
3342,0,0,1,1
3343,0,0,1,1
3344,1,0,1,1
3345,1,0,0,0
3346,0,0,1,1
3347,0,0,0,1
3348,0,0,0,1
3349,0,1,1,0
3350,0,0,1,0
3351,0,0,0,1
3352,0,1,0,1
3353,1,1,0,1
3354,1,0,0,1
3355,0,0,1,0
3356,0,1,0,1
3357,0,0,1,1
3358,0,0,1,1
3359,0,0,1,1
3360,0,0,1,0
3361,0,0,1,1
3362,0,1,0,0
3363,0,0,1,0
3364,0,0,0,0
3365,1,0,0,1
3366,0,1,1,1
3367,0,0,1,1
3368,0,0,1,1
3369,0,0,0,0
3370,0,0,0,0
3371,0,0,0,0
3372,0,0,0,1
3373,0,0,0,1
3374,0,0,1,0
3375,0,0,1,0
3376,0,1,1,0
3377,0,0,1,0
3378,0,0,1,1
3379,0,0,1,1
3380,0,0,0,1
3381,0,0,0,1
3382,0,0,1,0
3383,0,0,1,0
3384,0,0,1,0
3385,0,0,1,0
3386,0,0,1,0
3387,0,0,1,0
3388,0,0,0,0
3389,0,0,1,0
3390,0,0,1,0
3391,0,0,1,0
3392,0,0,1,0
3393,0,0,1,0
3394,0,0,1,0
3395,0,0,1,0
3396,0,0,1,0
3397,0,0,1,0
3398,0,0,1,0
3399,0,0,1,0
3400,1,0,0,1
3401,0,0,1,0
3402,0,0,1,1
3403,0,0,1,1
3404,0,0,1,1
3405,0,0,1,1
3406,0,0,1,1
3407,0,0,1,1
3408,0,0,1,0
3409,0,0,1,1
3410,0,0,1,1
3411,0,0,1,1
3412,0,0,1,1
3413,0,0,1,1
3414,0,0,1,1
3415,0,0,1,1
3416,0,0,1,1
3417,0,0,1,0
3418,0,0,0,0
3419,0,0,1,1
3420,0,0,0,0
3421,0,0,1,1
3422,0,0,0,0
3423,0,0,0,1
3424,1,0,0,1
3425,0,0,1,1
3426,0,0,1,0
3427,0,0,1,0
3428,0,0,1,1
3429,0,0,1,1
3430,0,0,1,0
3431,1,0,0,1
3432,0,0,0,0
3433,0,0,0,0
3434,0,0,1,1
3435,1,0,0,1
3436,0,0,1,1
3437,0,1,1,1
3438,0,0,1,0
3439,0,0,1,0
3440,0,1,0,1
3441,0,0,1,1
3442,0,0,0,0
3443,0,0,1,1
3444,1,0,1,0
3445,0,0,1,1
3446,1,0,1,1
3447,1,0,1,1
3448,0,0,1,0
3449,0,0,0,0
3450,0,0,0,1
3451,0,0,0,1
3452,0,0,0,1
3453,0,0,1,1
3454,1,0,0,0
3455,0,0,1,1
3456,0,0,0,1
3457,0,0,1,1
3458,0,0,1,0
3459,1,0,0,1
3460,0,0,0,0
3461,0,0,0,0
3462,0,0,0,0
3463,0,0,0,0
3464,0,0,0,0
3465,0,0,0,0
3466,0,1,0,1
3467,0,0,0,1
3468,0,0,0,1
3469,0,0,0,1
3470,0,0,0,1
3471,0,0,0,1
3472,0,0,0,1
3473,0,0,0,1
3474,0,0,0,1
3475,0,0,0,1
3476,0,0,1,1
3477,0,0,1,0
3478,0,0,1,0
3479,0,0,0,0
3480,0,0,1,0
3481,0,1,1,0
3482,0,0,1,0
3483,1,0,1,1
3484,1,0,0,1
3485,0,0,1,1
3486,0,0,1,1
3487,1,0,0,1
3488,0,0,0,1
3489,1,0,1,1
3490,0,0,1,1
3491,0,0,0,0
3492,0,0,0,0
3493,0,0,0,1
3494,0,0,1,1
3495,1,1,1,0
3496,0,0,1,0
3497,0,0,1,0
3498,1,0,1,0
3499,0,0,0,1
3500,0,0,1,0
3501,0,0,0,1
3502,0,0,1,0
3503,1,0,0,1
3504,0,0,0,1
3505,0,1,1,1
3506,0,0,0,0
3507,0,0,1,0
3508,0,0,1,0
3509,0,0,1,0
3510,0,0,1,1
3511,0,0,1,1
3512,0,0,1,0
3513,0,0,1,1
3514,0,0,0,0
3515,0,1,1,0
3516,0,0,1,1
3517,0,0,0,0
3518,0,0,0,1
3519,0,0,0,0
3520,0,0,1,1
3521,0,1,0,0
3522,0,1,0,1
3523,0,1,0,1
3524,0,1,0,1
3525,0,1,0,1
3526,0,0,1,0
3527,0,1,0,1
3528,1,0,0,1
3529,1,1,1,0
3530,0,0,1,0
3531,0,0,1,0
3532,0,0,0,1
3533,0,0,1,0
3534,0,0,1,1
3535,0,0,1,1
3536,0,1,1,1
3537,1,0,0,1
3538,1,1,0,1
3539,0,0,1,1
3540,0,0,1,1
3541,0,0,1,0
3542,0,0,1,1
3543,0,0,0,1
3544,0,0,1,0
3545,0,0,1,1
3546,0,0,0,1
3547,0,0,1,0
3548,1,0,1,1
3549,0,1,1,1
3550,1,0,1,1
3551,0,0,1,1
3552,0,0,1,1
3553,0,0,0,0
3554,0,0,0,0
3555,0,0,0,1
3556,0,0,0,1
3557,0,0,0,0
3558,0,0,0,1
3559,0,0,1,1
3560,1,0,0,1
3561,1,0,1,1
3562,0,1,1,1
3563,0,0,1,1
3564,0,0,0,0
3565,0,0,0,1
3566,0,1,1,1
3567,0,0,1,0
3568,0,0,0,1
3569,0,0,0,0
3570,1,0,1,1
3571,0,1,0,1
3572,0,0,1,0
3573,1,1,0,1
3574,0,0,0,1
3575,0,0,1,0
3576,0,0,1,0
3577,0,0,0,1
3578,0,0,1,0
3579,0,1,0,1
3580,0,0,1,1
3581,0,1,1,0
3582,0,1,0,1
3583,0,0,1,1
3584,0,0,1,0
3585,0,0,0,0
3586,0,0,0,1
3587,0,0,1,1
3588,0,0,1,0
3589,1,0,0,1
3590,1,0,0,1
3591,0,0,0,1
3592,1,0,0,0
3593,0,1,0,1
3594,0,0,0,1
3595,1,0,0,1
3596,0,0,1,0
3597,1,0,1,0
3598,0,1,0,1
3599,0,0,1,1
3600,1,0,0,1
3601,1,0,1,1
3602,0,0,0,1
3603,0,1,1,0
3604,0,0,0,1
3605,0,0,1,1
3606,0,0,0,1
3607,0,0,1,1
3608,0,0,1,0
3609,0,1,0,1
3610,0,0,1,1
3611,0,0,1,0
3612,0,0,1,0
3613,0,0,1,0
3614,0,0,0,1
3615,0,0,0,1
3616,0,0,0,0
3617,0,0,0,0
3618,0,0,0,0
3619,0,1,0,1
3620,1,0,0,1
3621,0,0,0,1
3622,0,0,0,0
3623,0,0,0,1
3624,0,1,1,1
3625,1,0,0,0
3626,1,0,1,1
3627,1,0,0,0
3628,1,0,0,1
3629,0,0,1,0
3630,0,0,1,1
3631,1,0,0,1
3632,0,1,0,1
3633,1,0,1,1
3634,0,0,1,0
3635,0,1,0,0
3636,0,0,1,1
3637,1,0,1,1
3638,1,0,0,1
3639,0,0,1,0
3640,1,0,1,0
3641,0,1,0,0
3642,0,0,0,0
3643,0,0,1,0
3644,0,0,0,1
3645,0,0,1,1
3646,0,0,0,1
3647,1,0,0,0
3648,0,1,1,0
3649,0,1,1,1
3650,0,1,1,0
3651,0,0,0,0
3652,0,0,1,0
3653,1,0,0,1
3654,0,0,1,0
3655,0,0,1,0
3656,1,0,0,1
3657,0,0,1,0
3658,1,0,1,0
3659,0,0,0,1
3660,1,0,1,1
3661,0,1,1,0
3662,1,0,1,1
3663,0,0,1,1
3664,0,1,0,1
3665,1,0,0,1
3666,0,0,0,0
3667,0,0,0,0
3668,0,0,1,1
3669,0,0,0,1
3670,0,0,1,1
3671,0,0,0,0
3672,0,0,1,0
3673,1,0,1,1
3674,1,0,1,1
3675,1,0,0,0
3676,1,0,1,1
3677,1,0,1,1
3678,0,0,1,1
3679,1,0,0,0
3680,1,0,0,1
3681,1,1,0,1
3682,0,0,0,1
3683,0,0,1,1
3684,0,1,1,1
3685,0,0,1,1
3686,0,0,1,1
3687,0,0,1,1
3688,0,0,1,0
3689,1,0,1,1
3690,0,0,1,0
3691,0,0,1,1
3692,0,0,0,1
3693,0,0,0,1
3694,1,0,1,1
3695,0,0,0,0
3696,0,1,0,1
3697,0,0,0,1
3698,1,0,0,0
3699,0,0,1,0
3700,1,0,1,1
3701,0,1,1,0
3702,0,1,1,1
3703,0,0,1,1
3704,0,0,0,1
3705,0,0,0,1
3706,0,0,1,1
3707,0,0,1,1
3708,0,1,1,1
3709,0,1,0,0
3710,1,0,1,1
3711,0,0,0,0
3712,1,0,1,0
3713,0,0,0,1
3714,0,0,0,1
3715,0,1,1,1
3716,0,0,1,0
3717,0,0,1,1
3718,1,0,0,1
3719,0,0,0,1
3720,0,0,0,1
3721,0,0,0,0
3722,0,0,0,1
3723,0,0,1,1
3724,0,0,1,0
3725,1,0,0,1
3726,0,1,0,0
3727,0,0,1,0
3728,0,0,0,0
3729,0,0,0,0
3730,0,0,0,1
3731,0,0,1,0
3732,0,0,1,1
3733,1,0,0,1
3734,0,0,1,1
3735,1,0,0,1
3736,0,0,1,1
3737,0,1,0,0
3738,1,0,1,1
3739,0,0,1,0
3740,0,0,0,0
3741,1,0,1,1
3742,0,0,1,0
3743,1,0,0,1
3744,1,0,1,0
3745,0,1,0,0
3746,1,0,0,1
3747,0,0,1,1
3748,0,0,1,0
3749,0,0,0,1
3750,0,0,0,0
3751,0,1,0,1
3752,0,0,1,1
3753,1,1,1,1
3754,0,0,0,1
3755,0,0,0,1
3756,0,0,1,1
3757,0,0,1,1
3758,1,0,0,1
3759,0,0,0,1
3760,0,0,0,1
3761,1,0,0,1
3762,1,0,0,0
3763,0,0,1,0
3764,0,0,1,0
3765,0,0,1,1
3766,1,0,0,0
3767,1,1,0,1
3768,1,0,1,1
3769,0,0,0,1
3770,0,0,0,0
3771,0,0,1,1
3772,0,0,0,0
3773,1,0,1,0
3774,1,0,1,1
3775,0,0,1,0
3776,0,0,1,0
3777,1,0,1,0
3778,0,1,0,1
3779,0,1,0,0
3780,0,0,0,1
3781,1,0,0,1
3782,0,1,0,1
3783,0,0,0,1
3784,0,0,0,0
3785,0,0,0,1
3786,0,0,1,1
3787,0,0,0,0
3788,0,0,0,1
3789,0,0,1,1
3790,1,0,1,1
3791,0,0,0,1
3792,0,0,1,0
3793,0,0,0,0
3794,0,0,1,1
3795,1,0,0,1
3796,0,0,0,1
3797,0,0,1,0
3798,1,0,0,1
3799,0,0,1,0
3800,0,0,1,0
3801,1,0,1,1
3802,1,0,0,1
3803,0,0,0,0
3804,0,0,1,1
3805,0,0,0,1
3806,0,1,1,0
3807,0,0,1,1
3808,1,0,1,0
3809,0,0,0,0
3810,0,0,1,0
3811,0,0,1,0
3812,1,1,1,1
3813,0,0,0,1
3814,1,0,0,1
3815,0,0,0,1
3816,0,1,0,1
3817,0,0,1,1
3818,1,0,0,1
3819,0,0,0,0
3820,1,0,1,1
3821,0,0,1,1
3822,0,0,1,1
3823,0,0,0,1
3824,1,1,0,0
3825,0,0,1,1
3826,1,0,1,1
3827,0,0,1,1
3828,1,1,1,1
3829,0,0,0,1
3830,1,0,1,1
3831,0,0,1,1
3832,1,0,1,1
3833,0,0,1,1
3834,1,0,1,1
3835,0,0,1,1
3836,0,0,1,0
3837,1,0,0,0
3838,0,0,0,0
3839,0,0,0,0
3840,0,0,0,1
3841,0,0,1,0
3842,0,0,1,0
3843,1,0,0,1
3844,0,0,0,1
3845,0,0,1,0
3846,0,0,1,0
3847,0,0,1,0
3848,0,0,1,1
3849,0,0,0,1
3850,0,0,0,0
3851,0,0,0,1
3852,1,0,0,1
3853,0,0,1,1
3854,1,0,0,1
3855,0,1,1,0
3856,0,0,1,1
3857,0,0,0,1
3858,1,0,1,1
3859,1,0,1,1
3860,0,0,1,1
3861,1,0,0,1
3862,0,0,0,0
3863,0,0,0,1
3864,0,0,1,1
3865,1,0,1,0
3866,0,1,0,1
3867,0,0,0,0
3868,1,0,1,0
3869,0,0,0,0
3870,0,1,1,0
3871,0,0,1,1
3872,0,0,1,0
3873,0,1,1,1
3874,0,1,0,0
3875,0,0,1,0
3876,0,1,0,0
3877,0,0,0,0
3878,0,0,0,1
3879,0,0,0,0
3880,1,0,1,0
3881,0,0,1,1
3882,0,0,0,1
3883,1,0,1,1
3884,0,1,0,0
3885,0,0,1,0
3886,0,1,1,1
3887,1,0,1,0
3888,0,1,0,1
3889,0,0,0,0
3890,1,0,0,0
3891,0,0,0,0
3892,0,0,1,1
3893,0,0,1,1
3894,0,0,1,1
3895,0,0,1,1
3896,0,0,0,0
3897,0,0,1,1
3898,0,0,1,0
3899,0,0,1,1
3900,0,0,0,0
3901,1,0,1,1
